ID     dec  year mo dy hr name       allLat     allLon     midLat     midLon     firstLat   firstLon   lastLat    lastLon
189305 1890 1893  8 15 12 NOT NAMED   42.328414 -59.245928  40.964957 -63.058344  33.768175 -63.119267  50.062156 -48.599804
189306 1890 1893  8 15 12 NOT NAMED   30.423103 -53.698515  22.354954 -60.481281  17.426662 -21.277146  54.152879 -42.813494
189307 1890 1893  8 20  6 NOT NAMED   23.415211 -33.979783  16.029758 -35.568687  12.176200 -28.324076  41.832212 -23.430097
189308 1890 1893  9  4  6 NOT NAMED   26.122262 -89.863817  25.528461 -91.861642  19.252572 -86.571285  32.625212 -89.026507
189309 1890 1893  9 25  6 NOT NAMED   22.253971 -54.543593  13.896611 -49.305308  11.651523 -26.249847  53.902908 -69.594966
189310 1890 1893  9 27 12 NOT NAMED   27.026891 -85.348597  28.039849 -90.286266  17.352141 -82.971385  35.242801 -73.146262
189311 1890 1893 10 21 12 NOT NAMED   31.732919 -77.130441  28.944144 -77.446756  26.400042 -77.825837  37.229769 -76.228805
189312 1890 1893 11  5  0 NOT NAMED   35.362802 -66.104891  32.138040 -75.492019  26.927632 -72.023571  41.028880 -41.475064
189401 1890 1894  6  6  0 NOT NAMED   19.639676 -81.652381  19.639676 -81.652381  19.000846 -78.099998  20.551009 -85.223701
189402 1890 1894  8  5  6 NOT NAMED   29.051441 -88.047340  28.026639 -88.193374  27.200612 -88.777062  30.700737 -88.048859
189403 1890 1894  8 30  0 NOT NAMED   26.021245 -50.593166  29.703377 -58.742827  13.504324 -36.748617  49.623286 -40.131560
189404 1890 1894  9 18  0 NOT NAMED   25.187727 -70.812420  15.309020 -61.988300  13.476231 -51.449726  40.464634 -70.415228
189405 1890 1894 10  1  0 NOT NAMED   27.453755 -81.707962  23.389770 -86.804785  13.250316 -79.649075  54.279254 -64.839129
189406 1890 1894 10 11  0 NOT NAMED   24.340440 -62.283394  25.037424 -66.562960  11.675970 -58.673148  37.850578 -55.327018
189407 1890 1894 10 21  6 NOT NAMED   35.484612 -58.782073  44.477712 -48.425441  21.601831 -61.347827  51.749281 -30.349276
189501 1890 1895  8 14  6 NOT NAMED   29.119904 -89.836017  28.413868 -90.379424  27.750306 -90.901079  30.525253 -88.726372
189502 1890 1895  8 22  0 NOT NAMED   20.072178 -80.453693  24.236627 -93.455242  13.853595 -60.123085  24.952670 -97.499188
189503 1890 1895  9 28  0 NOT NAMED   29.682284 -77.477958  23.098375 -88.008620  20.105519 -87.366721  45.402031 -57.917403
189504 1890 1895 10  2  0 NOT NAMED   21.494315 -91.130624  21.494315 -91.130624  17.852411 -84.173163  25.550358 -96.203510
189505 1890 1895 10 12  0 NOT NAMED   20.336637 -65.771839  14.181633 -71.131725  12.001849 -46.074991  34.379355 -43.713830
189506 1890 1895 10 13  6 NOT NAMED   22.762488 -88.707289  22.762488 -88.707289  20.301411 -92.728048  24.983558 -83.831256
189601 1890 1896  7  4 12 NOT NAMED   27.027273 -84.718143  25.940640 -85.237045  22.177633 -82.368879  31.954645 -84.887144
189602 1890 1896  8 30  6 NOT NAMED   27.311580 -70.674040  24.275388 -76.973629  14.677315 -60.972716  44.351370 -69.809606
189603 1890 1896  9 18  0 NOT NAMED   35.224794 -59.904804  21.977707 -66.866850  17.656272 -57.221488  58.674694 -24.611088
189604 1890 1896  9 22  6 NOT NAMED   21.465056 -75.953813  20.804259 -84.189896  16.702827 -63.275004  37.354999 -79.516246
189605 1890 1896 10  7  0 NOT NAMED   35.813265 -74.219604  33.060916 -74.959823  23.128943 -89.703439  51.782321 -54.782118
189606 1890 1896 10 26  6 NOT NAMED   25.307454 -47.389079  13.216463 -54.478238   8.775581 -45.174871  36.161620 -35.971530
189607 1890 1896 11 27  0 NOT NAMED   14.266525 -61.911861  13.937579 -61.972732  11.400083 -61.399682  17.649983 -62.375011
189701 1890 1897  8 31  6 NOT NAMED   27.237076 -38.086998  16.841213 -36.684094  14.078119 -25.599564  49.433666 -23.221316
189702 1890 1897  9 10  6 NOT NAMED   27.272942 -87.452534  25.278295 -83.278945  24.228763 -81.446512  30.164509 -94.861225
189703 1890 1897  9 20 12 NOT NAMED   32.916301 -78.124081  26.803765 -82.248903  25.801700 -82.831640  40.582563 -72.736921
189704 1890 1897  9 25  0 NOT NAMED   23.217151 -84.640408  22.950459 -85.258591  19.925314 -83.349454  26.900968 -84.601022
189705 1890 1897 10  9 18 NOT NAMED   21.701051 -75.509093  20.766919 -80.320147  12.652727 -63.248921  39.976476 -60.703293
189706 1890 1897 10 23  6 NOT NAMED   35.187030 -70.146041  34.553145 -74.426071  26.726679 -76.460664  42.229629 -59.316310
189801 1890 1898  8  2  0 NOT NAMED   29.291980 -83.928185  29.291980 -83.928185  28.391785 -82.603639  30.206165 -85.487554
189802 1890 1898  8 30  6 NOT NAMED   31.705529 -81.509173  31.035689 -80.091553  30.450659 -79.621500  32.680281 -83.673959
189803 1890 1898  9  3  6 NOT NAMED   46.427156 -34.932706  46.427156 -34.932706  42.408661 -40.325566  50.222352 -28.736639
189804 1890 1898  9  5 12 NOT NAMED   21.909340 -56.339196  12.597994 -58.196310  11.433234 -29.923911  46.972619 -57.408549
189805 1890 1898  9 12  6 NOT NAMED   20.340396 -87.299424  20.340396 -87.299424  13.350172 -79.549597  30.900327 -92.402507
189806 1890 1898  9 20 12 NOT NAMED   21.310640 -88.588241  21.310640 -88.588241  12.551242 -80.921466  28.950081 -94.726100
189807 1890 1898  9 25  0 NOT NAMED   25.406536 -70.867730  29.550826 -78.546321  16.900762 -58.998322  32.306319 -83.562552
