ID     dec  year mo dy hr name       allLat     allLon     midLat     midLon     firstLat   firstLon   lastLat    lastLon
194405 1940 1944  8 19 18 NOT NAMED   23.718375 -93.220922  23.186591 -91.432923  22.877290 -89.049586  24.827945 -97.697202
194406 1940 1944  9  9  0 NOT NAMED   26.659400 -92.765546  25.718599 -93.591341  24.575097 -94.023366  28.732053 -91.461146
194407 1940 1944  9  9  6 NOT NAMED   28.766977 -69.129344  26.276163 -71.864867  21.407512 -60.245177  43.105971 -69.356320
194408 1940 1944  9 19  6 NOT NAMED   19.863968 -88.934565  20.487311 -85.328923  20.201338 -84.622401  18.352453 -93.805445
194409 1940 1944  9 21 12 NOT NAMED   35.059378 -49.505915  36.222585 -53.832899  17.363310 -44.572148  58.688954 -32.128290
194410 1940 1944 10  1  6 NOT NAMED   17.688777 -58.719806  17.688777 -58.719806  16.201430 -58.296806  19.175008 -59.149810
194411 1940 1944 10 12 18 NOT NAMED   28.184366 -78.278940  21.674966 -82.912376  16.325159 -80.723975  54.413401 -53.205767
194501 1940 1945  6 20 12 NOT NAMED   36.047865 -74.548990  27.257899 -85.264792  18.825088 -85.973836  55.282908 -45.482364
194502 1940 1945  7 19  6 NOT NAMED   27.288400 -93.884077  26.943756 -92.953237  26.250076 -92.574300  27.876524 -95.526853
194503 1940 1945  8  1  6 NOT NAMED   15.263506 -62.175114  15.769207 -62.859703  12.876019 -57.373408  17.429495 -68.046975
194504 1940 1945  8 17 18 NOT NAMED   19.725323 -62.958066  18.521051 -59.323357  17.803638 -56.923057  21.735846 -69.692718
194505 1940 1945  8 24  6 NOT NAMED   26.197663 -96.112802  28.425370 -96.315122  21.076187 -94.895401  30.250216 -96.273587
194506 1940 1945  8 29  6 NOT NAMED   16.314038 -83.651370  16.405730 -82.717063  14.375529 -81.801966  17.656188 -86.550955
194507 1940 1945  9  3 18 NOT NAMED   24.287826 -82.876485  24.287826 -82.876485  22.426682 -82.984327  26.251730 -82.568674
194508 1940 1945  9 10  0 NOT NAMED   25.056256 -64.512169  21.377806 -62.720092  20.003182 -61.515966  30.350116 -66.997142
194509 1940 1945  9 12  0 NOT NAMED   25.447145 -73.320197  24.844978 -78.678438  19.133877 -58.999133  35.202056 -79.536658
194510 1940 1945 10  2 18 NOT NAMED   16.207551 -86.219434  16.269369 -85.084435  16.104863 -82.596754  16.102686 -89.801217
194511 1940 1945 10 11  0 NOT NAMED   23.638005 -75.514895  21.431056 -79.013679  17.200274 -80.022989  30.559615 -65.984253
194601 1940 1946  6 13 18 NOT NAMED   28.738054 -89.873484  28.738054 -89.873484  27.951978 -86.496035  29.426648 -93.171647
194602 1940 1946  7  5  6 NOT NAMED   38.008332 -68.516438  36.738794 -71.534367  31.725478 -79.199626  44.449638 -52.797416
194603 1940 1946  8 25  0 NOT NAMED   21.233161 -95.494294  21.233161 -95.494294  21.233161 -95.494294  21.233161 -95.494294
194604 1940 1946  9 12  6 NOT NAMED   38.732199 -65.804315  28.506066 -75.593328  25.176339 -78.879753  50.253629 -40.963571
194605 1940 1946 10  5  6 NOT NAMED   22.892143 -84.635585  24.864896 -83.574171  18.450348 -86.650623  29.450249 -82.479655
194606 1940 1946 10 31  6 NOT NAMED   23.382251 -75.645619  22.882574 -75.001063  21.381775 -72.862880  25.331859 -78.512342
194701 1940 1947  7 31  6 NOT NAMED   23.112398 -95.865876  24.390864 -96.913033  20.354428 -93.945419  25.727613 -97.796512
194702 1940 1947  8  9  6 NOT NAMED   19.085810 -87.549453  21.881226 -96.298655  13.877057 -75.949369  22.000915 -98.775001
194703 1940 1947  8 18 18 NOT NAMED   26.810278 -89.782248  26.741477 -90.918533  24.104268 -81.724425  30.325761 -96.398316
194704 1940 1947  9  4  6 NOT NAMED   20.603509 -55.794893  26.259777 -75.043170  14.279411 -22.100958  30.708347 -91.640996
194705 1940 1947  9  7 18 NOT NAMED   29.104616 -86.716684  29.104616 -86.716684  29.104616 -86.716684  29.104616 -86.716684
194706 1940 1947  9 20  6 NOT NAMED   24.119181 -81.773746  26.187817 -83.304419  19.076381 -79.048407  30.526717 -82.262276
194707 1940 1947 10  6  6 NOT NAMED   27.635724 -79.288161  27.635724 -79.288161  26.806095 -78.467180  29.037635 -79.895226
194708 1940 1947 10  9  6 NOT NAMED   26.201067 -80.581108  25.301442 -80.932003  16.225171 -82.349195  31.878897 -83.723533
194709 1940 1947 10 16 18 NOT NAMED   28.278175 -65.256819  30.696495 -67.231203  18.631489 -64.542301  39.497203 -54.996164
194801 1940 1948  5 22  6 NOT NAMED   27.042755 -69.292621  27.763196 -68.331100  18.529649 -72.962463  32.574990 -68.000000
194802 1940 1948  7  7 18 NOT NAMED   28.560427 -88.335840  28.560427 -88.335840  27.275959 -89.852899  29.827715 -86.781425
194803 1940 1948  8 26  6 NOT NAMED   37.850347 -64.030549  27.346756 -70.070534  21.261012 -61.634271  59.494952 -38.105424
194804 1940 1948  8 31  0 NOT NAMED   13.847411 -57.347978  13.847411 -57.347978  13.732356 -55.898957  13.954952 -58.899190
194805 1940 1948  9  1 18 NOT NAMED   27.761789 -91.846439  26.854384 -91.904388  24.475699 -94.126562  32.825215 -89.253183
194806 1940 1948  9  4  6 NOT NAMED   25.558274 -44.882674  27.925979 -63.693978  14.253096 -21.324990  54.606515 -38.374942
194807 1940 1948  9 18  6 NOT NAMED   27.937869 -75.769259  23.875575 -81.604543  18.301476 -79.949577  44.312939 -50.558320
194808 1940 1948 10  3 18 NOT NAMED   30.873539 -57.071428  22.951104 -82.449914  17.404424 -83.939892  38.101155 -47.641778
194809 1940 1948 11  8 18 NOT NAMED   29.582469 -71.334614  26.962246 -69.961163  25.576120 -67.410776  34.127971 -73.919502
194901 1940 1949  8 21  6 NOT NAMED   38.523542 -61.798194  30.689655 -75.446744  22.786603 -65.334494  57.434222 -31.484752
194902 1940 1949  8 23  6 NOT NAMED   27.785272 -73.989589  25.813327 -78.176085  18.531581 -62.347733  42.628206 -73.853435
194903 1940 1949  8 30 18 NOT NAMED   13.661528 -60.876006  12.587870 -58.163710  12.302056 -57.273824  15.051894 -64.599023
194904 1940 1949  9  3  6 NOT NAMED   32.557781 -62.862699  31.391898 -63.281841  20.201398 -66.169535  57.333700 -48.751550
194905 1940 1949  9  3  6 NOT NAMED   28.331473 -89.809684  28.331473 -89.809684  24.650191 -89.223395  31.951673 -90.158849
194906 1940 1949  9  5  6 NOT NAMED   34.650064 -43.024053  30.466907 -42.864523  28.753482 -41.664998  39.103997 -43.671964
194907 1940 1949  9 13  6 NOT NAMED   22.723668 -31.785376  23.250488 -31.693321  17.275426 -33.077590  28.025787 -30.379830
194908 1940 1949  9 20 12 NOT NAMED   23.757025 -94.772787  22.225911 -95.553058  26.575954 -92.648641  19.850083 -95.925677
194909 1940 1949  9 21  6 NOT NAMED   17.349300 -67.544954  17.147841 -66.808119  16.709332 -65.546061  17.956221 -69.621120
194910 1940 1949  9 27  6 NOT NAMED   21.201184 -92.167643  27.951076 -95.044137  13.175168 -89.999539  33.651978 -92.734571
194911 1940 1949 10 12 12 NOT NAMED   31.029968 -68.572636  31.397530 -68.390796  19.356377 -76.408693  41.980039 -61.491943
194912 1940 1949 10 13  6 NOT NAMED   27.453309 -53.678695  26.044671 -53.692727  22.327461 -50.447361  34.201260 -56.683739
194913 1940 1949 11  3  6 NOT NAMED   16.934696 -83.502508  16.934696 -83.502508  17.376299 -83.176447  16.500125 -83.950597
195001 1950 1950  8 12  0 ABLE        26.939027 -68.038147  26.271644 -73.224723  17.430213 -56.319401  40.855349 -68.147012
195002 1950 1950  8 20  6 BAKER       22.395690 -76.696573  16.582484 -59.399834  16.478526 -56.799372  31.400089 -87.974916
195003 1950 1950  8 21 12 CHARLIE     24.727799 -49.215304  28.402273 -57.040851  12.130754 -26.304679  40.894293 -55.589993
195004 1950 1950  8 30 18 DOG         31.883292 -61.485402  26.375152 -68.276214  15.703634 -57.023199  53.353260 -13.634374
195005 1950 1950  9  1  6 EASY        25.502494 -82.688322  26.638557 -82.919278  20.075327 -83.551219  29.776748 -81.844116
195006 1950 1950  9  8  6 FOX         23.736259 -52.233560  24.803259 -58.788094  15.703506 -41.724591  39.118966 -49.159838
195007 1950 1950  9 27  6 GEORGE      36.913501 -56.903322  33.252696 -66.944550  25.525079 -52.450772  59.617913 -23.943300
195008 1950 1950 10  1 12 HOW         25.986152 -92.458540  26.249352 -90.325898  26.076085 -89.299102  25.353220 -95.880692
195009 1950 1950 10  8  6 ITEM        20.553947 -93.268669  20.252248 -94.637185  20.876068 -91.349673  19.900675 -95.177046
195010 1950 1950 10 11 12 JIG         31.098723 -53.499409  33.451902 -58.361263  24.229082 -48.700295  42.481664 -43.427805
195011 1950 1950 10 13  6 KING        20.176334 -80.834583  21.625415 -78.921285  16.000490 -83.625001  27.852401 -81.212978
195012 1950 1950 10 17  6 NOT NAMED   31.118907 -37.231773  31.709771 -38.390827  22.701406 -42.947486  36.603693 -23.589101
195013 1950 1950 10 18  0 LOVE        26.814015 -88.992317  26.132245 -91.170366  27.179696 -91.003025  27.905042 -84.563555
195101 1950 1951  5 16 18 ABLE        32.839462 -72.974167  33.715677 -74.643873  29.806124 -77.310731  39.055934 -60.688796
195102 1950 1951  8  2 12 BAKER       28.895368 -58.871776  25.083782 -57.321747  23.329523 -55.915226  34.675062 -60.926141
195103 1950 1951  8 15  0 CHARLIE     19.449759 -81.391845  20.131030 -86.799066  14.758711 -58.046923  22.276875 -98.349186
195104 1950 1951  8 31  0 DOG         14.672660 -63.313454  14.259425 -62.272480  13.782665 -49.198063  15.504327 -77.198936
195105 1950 1951  9  2 18 EASY        28.324393 -54.204627  24.154460 -65.062143  15.659765 -40.065446  42.074259 -40.583089
195106 1950 1951  9  4  0 FOX         28.477229 -43.513827  21.681255 -50.131876  12.729865 -31.195547  54.174459 -24.441523
195107 1950 1951  9 20  6 GEORGE      20.833938 -95.567085  20.720809 -95.246608  20.527970 -94.647215  21.151297 -96.523972
195108 1950 1951 10  1 12 HOW         36.912496 -68.872460  33.470833 -75.376022  26.356045 -85.227058  47.716903 -34.063341
195109 1950 1951 10 13  0 ITEM        19.731336 -81.894529  18.712954 -81.613145  17.026441 -81.297430  21.450221 -82.999416
195110 1950 1951 10 15  6 JIG         32.056249 -72.304195  30.603308 -74.429525  29.876083 -74.981446  30.751455 -71.469963
195201 1950 1952  2  2 12 NOT NAMED   32.853244 -77.075004  34.913004 -74.647126  23.122527 -84.019818  43.063858 -69.315955
195202 1950 1952  8 24 18 ABLE        26.302255 -69.012633  31.791233 -79.917891  17.387150 -54.316114  37.657199 -79.022479
195203 1950 1952  8 31  6 BAKER       32.605315 -62.925500  26.541689 -67.713217  17.500284 -58.848970  54.825991 -46.324341
195204 1950 1952  9 23  6 CHARLIE     32.300259 -63.387674  27.907499 -73.836074  18.076720 -68.720691  40.436560 -43.302057
195205 1950 1952  9 25  6 DOG         17.802353 -54.851471  16.928439 -54.168621  14.875493 -51.698784  20.975781 -57.948049
195206 1950 1952 10  7  0 EASY        16.533541 -50.651180  17.938518 -50.451432  15.875000 -51.000000  14.477159 -51.551936
195207 1950 1952 10 21 12 FOX         21.122968 -79.527477  21.439721 -81.085702  15.600432 -81.324000  25.825524 -74.102680
195301 1950 1953  5 25 18 ALICE       21.001237 -83.844679  25.716249 -84.363114  15.300543 -82.298483  29.374999 -85.800000
195302 1950 1953  8 11  6 BARBARA     35.158847 -72.588987  33.188032 -75.970083  24.675752 -74.594825  47.668237 -60.944592
195303 1950 1953  8 28 18 NOT NAMED   27.155668 -80.094004  29.230617 -78.262671  24.102041 -83.373851  30.126380 -78.770389
195304 1950 1953  8 31  6 CAROL       28.895285 -57.761576  18.609733 -57.578208  10.831313 -40.423353  58.222119 -55.357947
195305 1950 1953  9  8  6 DOLLY       33.832151 -56.565013  22.700862 -70.005395  19.802062 -67.076846  42.288668 -27.513847
195306 1950 1953  9 14 12 EDNA        29.856774 -63.216851  24.693904 -69.827680  18.428816 -63.817366  43.862723 -43.690240
195307 1950 1953  9 14 12 NOT NAMED   26.075727 -88.284298  23.150513 -91.974929  22.901915 -93.149354  29.555318 -84.853541
195308 1950 1953  9 23 12 FLORENCE    27.097907 -81.911589  22.773006 -85.801777  17.289032 -79.068871  36.449554 -71.586188
195309 1950 1953 10  2 12 GAIL        13.865539 -43.554794  14.277120 -43.012591  14.005534 -39.222128  13.075605 -46.901201
195310 1950 1953 10  3 18 NOT NAMED   40.086629 -66.022266  38.052783 -67.652353  21.875822 -79.871360  56.776389 -32.350120
195311 1950 1953 10  5  6 NOT NAMED   21.131948 -45.871234  19.821387 -41.810576  19.376079 -40.998157  22.482927 -51.522227
195312 1950 1953 10  7  6 HAZEL       30.607700 -75.804553  24.969173 -83.894150  21.125037 -86.250328  41.989383 -54.917494
195313 1950 1953 11 23  6 NOT NAMED   27.149408 -55.083115  26.382555 -54.106562  23.376373 -55.830360  29.950753 -56.721825
195314 1950 1953 12  8  0 NOT NAMED   20.961488 -55.615361  20.961488 -55.615361  20.903379 -54.374491  21.006805 -56.699356
195401 1950 1954  6 24 12 ALICE       24.509592 -96.521306  24.509592 -96.521306  23.377759 -95.268670  25.603599 -97.791005
195402 1950 1954  7 28  0 BARBARA     28.434753 -91.280407  28.434753 -91.280407  28.100417 -90.899626  28.650848 -91.622716
195403 1950 1954  8 25 18 CAROL       32.399351 -76.179765  29.537884 -76.585864  26.475437 -76.047117  44.602364 -71.786360
195404 1950 1954  8 31 12 DOLLY       38.485269 -59.178404  28.476995 -69.179498  23.826003 -69.190541  48.770056 -35.956979
195405 1950 1954  9  4 12 EDNA        32.820534 -69.682790  26.240254 -75.175725  20.079606 -64.595712  57.893280 -53.377746
195406 1950 1954  9 11  6 FLORENCE    20.751451 -95.717746  20.751451 -95.717746  20.925582 -95.300100  20.650668 -96.125846
195407 1950 1954  9 24 18 GILDA       15.664644 -83.097050  15.576851 -82.740214  14.353011 -78.324032  16.702070 -87.574243
195408 1950 1954  9 29 18 NOT NAMED   34.758477 -49.423902  35.448065 -48.895924  32.100059 -48.399807  46.438279 -33.438462
195409 1950 1954 10  5  6 HAZEL       22.696659 -72.473186  30.742769 -76.569289  12.702158 -60.649245  53.532931 -78.422322
195410 1950 1954 11 17  0 NOT NAMED   24.310709 -50.002410  23.903650 -45.949606  23.876276 -45.299843  25.277310 -55.197944
195411 1950 1954 12 30 12 ALICE       18.254822 -60.246625  17.679011 -62.854891  21.478018 -52.902536  14.550492 -64.224121
195501 1950 1955  7 31 18 BRENDA      29.347075 -89.459698  29.051650 -89.110295  28.450186 -88.698583  30.228703 -90.118269
195502 1950 1955  8  3 12 CONNIE      26.576316 -66.309326  19.494123 -61.333571  16.245286 -43.544971  38.601559 -76.387889
195503 1950 1955  8  9 18 DIANE       31.489691 -66.200567  25.012663 -60.814413  19.580195 -56.295614  43.853676 -55.114583
195504 1950 1955  8 23 12 EDITH       30.290938 -57.605869  27.550169 -63.886348  16.127956 -52.646128  37.050889 -55.724621
195505 1950 1955  8 23  6 NOT NAMED   25.549394 -86.455134  26.997725 -86.379419  19.026532 -81.171187  31.226565 -94.171038
195506 1950 1955  9  2  6 FLORA       29.716204 -47.260503  31.988302 -54.957845  19.363938 -34.146021  43.606753 -45.309102
195507 1950 1955  9  4 18 GLADYS      22.337537 -96.756112  22.689931 -96.454461  22.626911 -95.595512  21.775008 -97.775180
195508 1950 1955  9 11 12 HILDA       20.765030 -83.196593  21.723828 -94.831946  19.055877 -64.847016  22.075796 -98.875662
195509 1950 1955  9 10 12 IONE        29.881585 -61.330104  28.807106 -74.220391  15.354494 -46.075299  54.672083 -37.363050
195510 1950 1955  9 21 18 JANET       16.005651 -75.905726  17.761859 -85.172074  13.131414 -56.775910  20.054993 -97.023870
195511 1950 1955 10 10 12 NOT NAMED   31.444776 -41.910324  28.731260 -43.540451  28.451654 -42.949600  36.835663 -37.323910
195512 1950 1955 10 15  0 KATIE       22.838471 -69.259735  16.105916 -73.489236  12.925668 -76.926519  38.406349 -54.417203
195601 1950 1956  6 12 18 NOT NAMED   27.857050 -90.800396  27.133331 -90.768741  25.800069 -90.825395  29.825121 -90.799919
195602 1950 1956  7 26  0 ANNA        21.411383 -96.244037  21.411383 -96.244037  21.129128 -95.047923  21.655501 -97.372029
195603 1950 1956  8  9  6 BETSY       26.970534 -64.279758  14.086061 -52.357106  13.780386 -49.448687  43.187284 -46.749413
195604 1950 1956  9  5 12 CARLA       28.440838 -71.938382  27.139979 -74.225141  22.275112 -75.174201  35.590117 -62.831518
195605 1950 1956  9 10  6 DORA        21.219556 -94.407335  21.318277 -94.523375  20.927956 -92.497973  21.325686 -96.175473
195606 1950 1956  9 12 12 ETHEL       27.678033 -72.273540  27.042894 -72.948201  26.727143 -73.231215  28.652727 -71.305536
195607 1950 1956  9 22 12 FLOSSY      33.669279 -78.541845  28.789664 -88.853397  23.550550 -90.371837  38.829312 -59.549842
195608 1950 1956 11  2 12 GRETA       27.147767 -62.778056  25.106024 -62.026078  26.926052 -72.695863  32.677988 -44.859237
195701 1950 1957  6  8 12 NOT NAMED   32.778284 -69.396586  32.689648 -75.666928  29.015729 -85.189979  36.481242 -57.898840
195702 1950 1957  6 25  6 AUDREY      28.864493 -91.658443  28.739260 -93.366715  22.350036 -93.449515  37.872868 -85.111519
195703 1950 1957  8  8 18 BERTHA      28.511775 -91.381258  28.225169 -90.936767  27.652965 -90.020910  29.304131 -92.742623
195704 1950 1957  9  3 12 CARRIE      28.032769 -44.862004  17.822874 -45.183327  14.002074 -27.249021  50.585712 -11.516477
195705 1950 1957  9  7  6 DEBBIE      27.420374 -88.084818  27.420374 -88.084818  25.626462 -89.057157  29.202245 -87.084337
195706 1950 1957  9 17  0 ESTHER      27.380449 -91.731140  25.420423 -92.443692  24.950111 -92.601429  29.825412 -90.803861
195707 1950 1957  9 22  0 FRIEDA      34.531787 -65.973693  35.900074 -66.051885  27.407439 -68.378504  45.340057 -53.749942
195708 1950 1957 10 23 12 NOT NAMED   28.864911 -63.247313  26.629949 -64.842519  24.833772 -62.924625  33.865991 -60.287535
195801 1950 1958  6 14 12 ALMA        23.563985 -96.468126  23.563985 -96.468126  23.052338 -96.068223  24.027859 -96.841580
195802 1950 1958  8 11 12 BECKY       21.888883 -58.778930  18.552559 -48.873659  18.061471 -44.446335  27.730764 -72.753375
195803 1950 1958  8 11  6 CLEO        25.666182 -42.975172  19.077079 -49.783052  10.984348 -24.849219  43.699201 -25.513942
195804 1950 1958  8 24 12 DAISY       33.613359 -70.341165  31.753005 -75.084939  26.052195 -74.796167  41.194270 -47.640157
195805 1950 1958  8 30 12 ELLA        21.284326 -78.979546  19.406387 -75.325688  15.436329 -62.791180  26.808587 -94.017887
195806 1950 1958  9  5 12 FIFI        22.741058 -62.611193  17.026506 -57.459711  13.910126 -52.862834  29.880403 -63.732881
195807 1950 1958  9 13 18 GERDA       17.653756 -69.757424  17.653756 -69.757424  16.834187 -66.893486  18.431417 -72.646207
195808 1950 1958  9 23  0 HELENE      42.783651 -57.915620  32.885468 -76.831068  23.230062 -66.419777  51.160726  -8.775637
195809 1950 1958  9 24 12 ILSA        25.211364 -58.325497  20.989623 -60.668665  18.131966 -54.622618  38.782463 -53.061981
195810 1950 1958 10  5 18 JANICE      34.671137 -65.851550  28.093414 -75.296835  22.127547 -80.430666  47.657882 -30.947801
195901 1950 1959  5 29  0 ARLENE      27.532941 -90.586191  28.068583 -91.347040  26.704736 -89.366004  28.350132 -91.824473
195902 1950 1959  6 16  6 BEULAH      22.621000 -96.619500  22.738070 -96.825301  22.425222 -96.024430  22.600024 -97.225074
195903 1950 1959  6 18 18 NOT NAMED   42.219659 -63.533027  39.200714 -67.343683  34.088677 -72.322006  46.964685 -55.261171
195904 1950 1959  7  7  6 CINDY       38.056326 -73.597471  32.329675 -78.034625  31.925049 -76.950339  49.145273 -60.710869
195905 1950 1959  7 23 12 DEBRA       28.701775 -94.759661  29.125046 -95.150307  27.651838 -94.049130  29.874999 -95.100000
195906 1950 1959  8 18  0 EDITH       16.108152 -62.333072  16.108152 -62.333072  15.531287 -60.342625  16.791353 -64.043701
195907 1950 1959  9 10  6 FLORA       34.887591 -35.112481  28.170560 -41.321352  23.751964 -45.008112  46.746924 -25.475862
195908 1950 1959  9 22  0 GRACIE      28.392777 -75.722220  30.637719 -78.308054  22.475543 -73.476593  37.025312 -81.478923
195909 1950 1959  9 28  0 HANNAH      35.112124 -53.585914  29.213014 -66.636687  26.981827 -52.699581  50.630627 -20.168718
195910 1950 1959 10  7 18 IRENE       28.750876 -88.155209  28.750876 -88.155209  28.750876 -88.155209  28.750876 -88.155209
195911 1950 1959 10 17 12 JUDITH      29.125407 -69.477381  30.059601 -65.967468  23.726835 -84.359463  31.756858 -54.356543
196001 1960 1960  6 23 12 NOT NAMED   25.950464 -96.821994  25.950464 -96.821994  25.950464 -96.821994  25.950464 -96.821994
196002 1960 1960  7 10 12 ABBY        15.285119 -75.001162  14.582823 -65.570276  14.229129 -62.898549  16.355460 -87.199667
196003 1960 1960  7 29 12 BRENDA      38.561196 -75.800305  36.217062 -77.347438  34.014968 -78.921510  43.015378 -72.259883
196004 1960 1960  8 17 18 CLEO        33.375541 -69.688309  36.560665 -67.973683  25.528858 -74.032600  42.524426 -64.081133
196005 1960 1960  8 30 12 DONNA       23.377517 -61.529561  16.230247 -56.895504  10.629876 -29.223644  51.492063 -64.205204
196006 1960 1960  9 14 12 ETHEL       28.623700 -89.243617  27.758615 -89.324329  26.151562 -89.583678  30.975009 -88.975270
196007 1960 1960  9 18  0 FLORENCE    21.015555 -70.200260  21.015555 -70.200260  21.004662 -68.475935  20.980183 -71.924276
196101 1960 1961  7 20  0 ANNA        14.496144 -76.342838  13.521646 -72.077693  11.882358 -62.922530  16.477366 -87.823470
196102 1960 1961  9  2  6 BETSY       31.204324 -50.734110  26.451129 -52.785836  14.052184 -43.147497  49.694478 -30.146048
196103 1960 1961  9  5 12 CARLA       24.420049 -90.594676  27.192405 -95.216881  17.175876 -83.422869  32.150131 -97.251840
196104 1960 1961  9  6 18 DEBBIE      29.157321 -35.845334  28.351635 -45.512338  15.354927 -26.073390  50.105406 -13.588536
196105 1960 1961  9 11 12 ESTHER      29.603271 -60.916412  26.849621 -68.118914  15.605228 -38.743371  39.800013 -70.353670
196106 1960 1961  9 14 12 NOT NAMED   39.010868 -74.867585  39.010868 -74.867585  37.711340 -75.949450  40.076258 -74.052029
196107 1960 1961  9 30 12 FRANCES     28.319110 -66.374267  32.876574 -66.796703  16.176868 -59.899848  44.768950 -64.250165
196108 1960 1961 10 19 18 GERDA       39.021453 -67.030941  39.021453 -67.030941  35.556533 -69.670470  42.416932 -64.125360
196109 1960 1961 10 27 12 HATTIE      15.912002 -84.024711  17.973301 -84.840250  12.325014 -81.624832  16.601361 -89.177021
196110 1960 1961 11  6  0 JENNY       30.587987 -50.017670  28.515005 -51.015290  28.389587 -49.854456  33.554482 -47.108093
196111 1960 1961 11  5  0 INGA        20.609009 -94.712932  20.852314 -94.942680  21.725791 -95.522798  19.475005 -93.774988
196201 1960 1962  8 27 12 ALMA        38.383726 -69.236262  38.663554 -71.798177  32.355338 -78.216687  39.050222 -65.225588
196202 1960 1962  8 28 18 BECKY       26.823122 -25.962565  26.823122 -25.962565  22.025989 -23.867491  31.652028 -27.937490
196203 1960 1962  9 12 18 CELIA       21.343019 -54.272950  17.530690 -52.488235  16.880213 -50.571729  29.327036 -53.323869
196204 1960 1962 10  2 12 DAISY       32.130302 -66.070139  28.113279 -69.234436  22.551539 -64.122624  45.362728 -58.950095
196205 1960 1962 10 15 12 ELLA        34.408515 -68.811591  31.561692 -73.809894  25.525143 -72.249341  52.921493 -43.666626
196301 1960 1963  8  2  0 ARLENE      25.969452 -58.047554  13.884700 -49.842400  12.879007 -47.993985  41.346559 -53.137907
196302 1960 1963  8 21  6 BEULAH      28.303454 -56.031561  22.775461 -59.446331  16.202332 -54.072517  50.346316 -42.728620
196303 1960 1963  9 11  6 NOT NAMED   42.909112 -47.144486  37.522805 -53.178662  36.042493 -56.846275  52.402602 -28.684029
196304 1960 1963  9 16 12 CINDY       28.750573 -94.233361  28.316924 -94.064028  27.675070 -93.899084  29.825158 -94.574568
196305 1960 1963  9 21  0 DEBRA       26.093590 -48.281254  22.771825 -48.639816  21.425448 -48.522130  31.025496 -47.818624
196306 1960 1963  9 24 12 EDITH       16.932171 -65.683355  13.808684 -59.861282  13.429687 -58.722537  21.000954 -71.222687
196307 1960 1963  9 29 12 FLORA       23.151852 -67.472268  15.855537 -70.878253  10.204869 -55.199120  48.250592 -44.186422
196308 1960 1963 10 19 12 GINNY       33.537167 -74.832632  36.736960 -70.426011  32.503535 -73.038836  45.212171 -65.138797
196309 1960 1963 10 25 18 HELENA      16.490906 -61.031878  15.952770 -61.063882  15.577580 -60.598354  17.400659 -61.201138
196401 1960 1964  6  7 12 NOT NAMED   36.464143 -65.297470  36.034270 -67.517133  33.484295 -76.612362  38.675366 -56.002468
196402 1960 1964  7 31 18 NOT NAMED   42.804168 -48.268489  42.804168 -48.268489  35.682755 -55.099599  50.817546 -39.416592
196403 1960 1964  8  7 12 ABBY        28.635103 -95.232516  28.635103 -95.232516  28.635103 -95.232516  28.635103 -95.232516
196404 1960 1964  8  8 12 BRENDA      33.181353 -60.173635  33.181353 -60.173635  31.832436 -62.894149  34.857909 -57.264994
196405 1960 1964  8 21  0 CLEO        27.785008 -68.672735  16.575736 -67.094409  13.912659 -50.170925  50.126978 -49.060933
196406 1960 1964  9  1 12 DORA        28.741246 -68.764906  25.635945 -64.092337  12.979409 -49.119467  46.857514 -57.187346
196407 1960 1964  9  4 12 ETHEL       30.330719 -55.657862  27.572222 -62.939272  18.607427 -39.195575  45.678901 -36.520356
196408 1960 1964  9  8  0 FLORENCE    27.485365 -28.642939  23.920154 -29.641136  23.225115 -29.724070  31.752628 -27.286963
196409 1960 1964  9 13 12 GLADYS      28.348798 -63.682252  24.801250 -64.347981  16.607083 -48.241527  44.062290 -61.762964
196410 1960 1964  9 29 12 HILDA       26.745303 -89.121985  24.815530 -90.631720  22.578964 -85.721250  30.739699 -85.228472
196411 1960 1964 10 13  0 ISBELL      26.822507 -80.791198  23.973599 -82.695030  20.800104 -84.725779  34.050129 -76.297144
196412 1960 1964 11  6 12 NOT NAMED   14.302482 -82.912783  14.302482 -82.912783  14.100598 -82.099738  14.476086 -83.698988
196501 1960 1965  6 14  0 NOT NAMED   28.343609 -88.042012  27.681836 -88.741316  25.550606 -90.628605  31.216710 -85.037065
196502 1960 1965  8 21  6 ANNA        40.699296 -46.419668  41.448957 -47.657004  33.325062 -51.999114  51.955673 -24.047868
196503 1960 1965  8 29 12 BETSY       25.625247 -74.793358  28.292011 -88.391288  20.676168 -64.371035  31.426168 -91.618418
196504 1960 1965  9 17 18 CAROL       29.713039 -38.329490  38.522721 -35.856920  12.778387 -32.498395  41.303706 -21.005206
196505 1960 1965  9 28 12 DEBBIE      27.960754 -88.943693  27.960754 -88.943693  27.700704 -89.053280  28.325271 -88.751459
196506 1960 1965 10 14  0 ELENA       30.302174 -54.316196  32.439858 -55.705909  23.403249 -55.492850  40.314968 -40.004400
196601 1960 1966  6  6 12 ALMA        29.820806 -79.435258  23.713447 -83.171322  18.675034 -84.050273  40.003408 -71.718780
196602 1960 1966  7  2  6 BECKY       41.095886 -55.388956  39.481244 -54.563431  38.576253 -54.461425  43.686666 -56.109039
196603 1960 1966  7 14  0 CELIA       30.403021 -65.578741  32.524363 -67.206548  22.181691 -63.694613  41.219009 -62.820692
196604 1960 1966  7 23 12 DOROTHY     39.812203 -39.927501  39.108786 -40.319777  32.100020 -41.999836  51.253661 -36.967259
